,index,DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
336,23568,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",6q22.32,6,126395918,CENPW,CENPW,,,387103,,,rs1591805-A,rs1591805,0,1591805.0,intergenic_variant,0.0,0.491,2e-10,9.69897000433602,,0.040999999999999995,[0.027-0.055] unit increase,Affymetrix [7947838] (imputed),N
339,23793,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6q22.32,6,126395918,CENPW,CENPW,,,387103,,,rs1591805-A,rs1591805,0,1591805.0,intergenic_variant,0.0,0.4908,2e-10,9.69897000433602,,0.0412,[0.028-0.054] unit increase,NR [8041861] (imputed),N
323,23980,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6q22.32,6,126395918,CENPW,CENPW,,,387103,,,rs1591805-A,rs1591805,0,1591805.0,intergenic_variant,0.0,0.4927,1e-10,10.0,,0.037000000000000005,[0.026-0.048] unit increase,Affymetrix [at least 7947838] (imputed),N
147,23623,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",2p24.1,2,19742712,intergenic,LOC105373461 - CISD1P1,105373461.0,130500.0,,25241.0,83500.0,rs16986953-A,rs16986953,0,16986953.0,intergenic_variant,1.0,0.116,9.999999999999999e-16,15.0,,0.086,[0.064-0.108] unit increase,Affymetrix [7947838] (imputed),N
130,21085,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,2p24.1,2,19742712,intergenic,LOC105373461 - CISD1P1,105373461.0,130500.0,,25241.0,83500.0,rs16986953-A,rs16986953,0,16986953.0,intergenic_variant,1.0,0.1095,1e-16,16.0,,0.0812,[0.062-0.1] unit increase,Affymetrix [at least 7947838] (imputed),N
496,32247,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,2p24.1,2,19742712,AK097927,LOC105373461 - CISD1P1,105373461.0,130500.0,,25241.0,83500.0,rs16986953-A,rs16986953,0,16986953.0,intergenic_variant,1.0,0.104706,1e-08,8.0,,1.09,[1.06- 1.12],"Affymetrix, Illumina [8600000] (imputed)",N
144,23716,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2p24.1,2,19742712,intergenic,LOC105373461 - CISD1P1,105373461.0,130500.0,,25241.0,83500.0,rs16986953-A,rs16986953,0,16986953.0,intergenic_variant,1.0,0.1162,9.999999999999999e-16,15.0,,0.0855,[0.065-0.106] unit increase,NR [8041861] (imputed),N
100,4098,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",1p32.2,1,56497149,PPAP2B,PPAP2B,,,8613,,,rs17114036-A,rs17114036,0,17114036,intron_variant,0.0,0.91,4e-19,18.39794000867204,,1.17,[1.13-1.22],"Affymetrix, Illumina [~ 2300000] (imputed)",N
500,44130,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,1p32.2,1,56497149,PPAP2B,PPAP2B,,,8613,,,rs17114036-?,rs17114036,0,17114036.0,intron_variant,0.0,NR,1e-08,8.0,,1.1494,[1.1-1.22],Illumina [575000] (imputed),N
649,3081,2011-09-06,21846871,Mehta NN,2011-08-01,Circ Cardiovasc Genet,www.ncbi.nlm.nih.gov/pubmed/21846871,A genome-wide association study in europeans and South asians identifies 5 new Loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 6,996 South Asian ancestry cases, 15,062 controls","21,408 cases, 19,185 controls",1p32.2,1,56500678,PPAP2B,PPAP2B,,,8613,,,rs17114046-?,rs17114046,0,17114046,intron_variant,0.0,NR,3e-07,6.522878745280337,,,,Illumina [~ 57500],N
622,4298,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",1p32.2,1,56500678,PPAP2B,PPAP2B,,,8613,,,rs17114046-?,rs17114046,0,17114046,intron_variant,0.0,NR,2e-07,6.698970004336019,,,,Illumina [574919],N
47,21028,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1p32.2,1,56500678,PPAP2B,PPAP2B,,,8613,,,rs17114046-A,rs17114046,0,17114046.0,intron_variant,0.0,0.9062,8e-28,27.096910013008056,,0.096,[0.079-0.113] unit increase,Affymetrix [at least 7947838] (imputed),N
49,23666,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",1p32.2,1,56500678,PPAP2B,PPAP2B,,,8613,,,rs17114046-A,rs17114046,0,17114046.0,intron_variant,0.0,0.907,1e-27,27.0,,0.107,[0.087-0.127] unit increase,Affymetrix [7947838] (imputed),N
495,4301,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",1q41,1,222650187,MIA3,MIA3,,,375056,,,rs17465637-C,rs17465637,0,17465637,intron_variant,0.0,0.74,1e-08,8.0,,1.14,[1.09-1.20],"Affymetrix, Illumina [~ 2300000] (imputed)",N
39,23713,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1q41,1,222650187,MIA3,MIA3,,,375056,,,rs17465637-A,rs17465637,0,17465637.0,intron_variant,0.0,0.2903,7.999999999999999e-31,30.096910013008056,,0.0817,[0.068-0.096] unit decrease,NR [8041861] (imputed),N
734,454,2008-06-16,17634449,Samani NJ,2007-07-18,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/17634449,Genomewide association analysis of coronary artery disease.,Coronary heart disease,"1,926 European ancestry cases, 2,938 European ancestry controls","875 European ancestry cases, 1,644 European ancestry controls",1q41,1,222650187,MIA3,MIA3,,,375056,,,rs17465637-C,rs17465637,0,17465637,intron_variant,0.0,0.71,1e-06,6.0,,1.2,[1.12-1.30],Affymetrix [377857],N
647,32250,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,15q26.1,15,90873320,"FURIN, FES",FURIN,,,5045,,,rs17514846-A,rs17514846,0,17514846.0,intron_variant,0.0,0.440264,3e-07,6.522878745280337,,1.05,[1.03- 1.07],"Affymetrix, Illumina [8600000] (imputed)",N
54,21026,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,15q26.1,15,90873320,FURIN,FURIN,,,5045,,,rs17514846-A,rs17514846,0,17514846.0,intron_variant,0.0,0.4605,1e-26,26.0,,0.0559,[0.046-0.066] unit increase,Affymetrix [at least 7947838] (imputed),N
53,23901,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",15q26.1,15,90873320,FURIN,FURIN,,,5045,,,rs17514846-A,rs17514846,0,17514846.0,intron_variant,0.0,0.4577,8e-27,26.096910013008056,,0.0613,[0.05-0.072] unit increase,NR [8041861] (imputed),N
479,23902,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",15q26.2,15,95603185,intergenic,LOC105370995 - RNU2-3P,105370995.0,26854.0,,11099.0,142619.0,rs17581137-A,rs17581137,0,17581137.0,intergenic_variant,1.0,0.7548,1e-08,8.0,,0.0419,[0.027-0.056] unit increase,NR [8041861] (imputed),N
487,23969,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,15q26.2,15,95603185,intergenic,LOC105370995 - RNU2-3P,105370995.0,26854.0,,11099.0,142619.0,rs17581137-A,rs17581137,0,17581137.0,intergenic_variant,1.0,0.754,1e-08,8.0,,0.0373,[0.025-0.05] unit increase,Affymetrix [at least 7947838] (imputed),N
387,21066,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,17q21.32,17,46935905,GOSR2,GOSR2,,,9570,,,rs17608766-T,rs17608766,0,17608766.0,3_prime_UTR_variant,0.0,0.8632,8e-10,9.096910013008056,,0.0469,[0.032-0.062] unit decrease,Affymetrix [at least 7947838] (imputed),N
382,23912,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",17q21.32,17,46935905,GOSR2,GOSR2,,,9570,,,rs17608766-T,rs17608766,0,17608766.0,3_prime_UTR_variant,0.0,0.8634,6e-10,9.221848749616356,,0.0519,[0.035-0.068] unit decrease,NR [8041861] (imputed),N
640,23727,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2q22.3,2,144528992,"LOC101928455, ZEB2, ZEB2-AS1",LINC01412,,,101928455,,,rs17678683-T,rs17678683,0,17678683.0,upstream_gene_variant,0.0,0.9108,3e-07,6.522878745280337,,0.055999999999999994,[0.034-0.078] unit decrease,NR [8041861] (imputed),N
437,32243,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,2q22.3,2,144528992,"ZEB2, ACO74093.1",LINC01412,,,101928455,,,rs17678683-G,rs17678683,0,17678683.0,upstream_gene_variant,0.0,0.087681,3e-09,8.522878745280337,,1.1,[1.07- 1.14],"Affymetrix, Illumina [8600000] (imputed)",N
272,23981,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,10q23.1,10,80491758,TSPAN14,TSPAN14,,,81619,,,rs17680741-T,rs17680741,0,17680741.0,intron_variant,0.0,0.7152,2.0000000000000002e-11,10.69897000433602,,0.042,[0.03-0.054] unit increase,Affymetrix [at least 7947838] (imputed),N
278,23584,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",10q23.1,10,80491758,TSPAN14,TSPAN14,,,81619,,,rs17680741-T,rs17680741,0,17680741.0,intron_variant,0.0,0.715,2.0000000000000002e-11,10.69897000433602,,0.047,[0.033-0.061] unit increase,Affymetrix [7947838] (imputed),N
116,21073,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,3q22.3,3,138374047,MRAS,MRAS,,,22808,,,rs185244-T,rs185244,0,185244.0,intron_variant,0.0,0.1625,2e-17,16.69897000433602,,0.0644,[0.05-0.079] unit increase,Affymetrix [at least 7947838] (imputed),N
109,23748,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",3q22.3,3,138374047,MRAS,MRAS,,,22808,,,rs185244-T,rs185244,0,185244.0,intron_variant,0.0,0.1624,3e-18,17.522878745280334,,0.0737,[0.057-0.09] unit increase,NR [8041861] (imputed),N
69,21014,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,10q11.21,10,43985363,intergenic,LINC00841 - CXCL12,283033.0,6387.0,,4098.0,306725.0,rs1870634-T,rs1870634,0,1870634.0,intergenic_variant,1.0,0.3511,4.0000000000000004e-24,23.397940008672037,,0.06,[0.048-0.072] unit decrease,Affymetrix [at least 7947838] (imputed),N
161,32226,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,10q11.21,10,43985363,CXCL12,LINC00841 - CXCL12,283033.0,6387.0,,4098.0,306725.0,rs1870634-G,rs1870634,0,1870634.0,intergenic_variant,1.0,0.637485,6e-15,14.221848749616356,,1.08,[1.06- 1.10],"Affymetrix, Illumina [8600000] (imputed)",N
243,21084,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1q24.2,1,169125221,"ATP1B1, NME7",ATP1B1,,,481,,,rs1892094-T,rs1892094,0,1892094.0,intron_variant,0.0,0.4956,2.9999999999999997e-12,11.522878745280336,,0.0362,[0.026-0.046] unit decrease,Affymetrix [at least 7947838] (imputed),N
209,23709,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1q24.2,1,169125221,"ATP1B1, NME7",ATP1B1,,,481,,,rs1892094-T,rs1892094,0,1892094.0,intron_variant,0.0,0.4924,4e-13,12.397940008672034,,0.0413,[0.03-0.052] unit decrease,NR [8041861] (imputed),N
318,32237,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,7p21.1,7,19009765,HDAC9,HDAC9 - LOC105375174,9734.0,105375174.0,,6020.0,96728.0,rs2107595-A,rs2107595,0,2107595.0,regulatory_region_variant,1.0,0.20047,8.000000000000001e-11,10.096910013008056,,1.08,[1.05- 1.10],"Affymetrix, Illumina [8600000] (imputed)",N
68,23807,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",7p21.1,7,19009765,intergenic,HDAC9 - LOC105375174,9734.0,105375174.0,,6020.0,96728.0,rs2107595-A,rs2107595,0,2107595.0,regulatory_region_variant,1.0,0.1802,4.0000000000000004e-24,23.397940008672037,,0.0815,[0.066-0.097] unit increase,NR [8041861] (imputed),N
70,23657,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",7p21.1,7,19009765,intergenic,HDAC9 - LOC105375174,9734.0,105375174.0,,6020.0,96728.0,rs2107595-A,rs2107595,0,2107595.0,regulatory_region_variant,1.0,0.18,4.0000000000000004e-24,23.397940008672037,,0.08199999999999999,[0.066-0.098] unit increase,Affymetrix [7947838] (imputed),N
63,21052,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,7p21.1,7,19009765,intergenic,HDAC9 - LOC105375174,9734.0,105375174.0,,6020.0,96728.0,rs2107595-A,rs2107595,0,2107595.0,regulatory_region_variant,1.0,0.1767,1.0000000000000001e-24,24.0,,0.0752,[0.061-0.09] unit increase,Affymetrix [at least 7947838] (imputed),N
395,31164,2016-10-14,26708676,Pulit SL,2015-12-18,Lancet Neurol,www.ncbi.nlm.nih.gov/pubmed/26708676,Loci associated with ischaemic stroke and its subtypes (SiGN): a genome-wide association study.,Ischemic stroke,"14,300 European ancestry cases, 1,609 African ancestry cases, 942 Hispanic cases, 26,690 European ancestry controls, 3,354 African ancestry controls, 2,429 Hispanic controls","996 African ancestry cases, 219 East Asian ancestry cases, 17,334 European ancestry cases, 548 Hispanic cases, 2,385 South Asian ancestry cases, 5,811 African ancestry controls, 329 East Asian ancestry controls, 350,928 European ancestry controls, 686 Hispanic controls, 5,193 South Asian ancestry controls",7p21.1,7,19009765,HDAC9,HDAC9 - LOC105375174,9734.0,105375174.0,,6020.0,96728.0,rs2107595-A,rs2107595,0,2107595.0,regulatory_region_variant,1.0,0.157,9e-10,9.045757490560677,,1.09,[1.06-1.12],Illumina [up to 15400000] (imputed),N
611,23508,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",7p13,7,45038379,CCM2,CCM2,,,83605,,,rs2107732-A,rs2107732,0,2107732.0,missense_variant,0.0,0.087,2e-07,6.698970004336019,,0.061,[0.037-0.085] unit decrease,Affymetrix [7947838] (imputed),N
568,23972,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,7p13,7,45038379,CCM2,CCM2,,,83605,,,rs2107732-A,rs2107732,0,2107732.0,missense_variant,0.0,0.0874,4e-08,7.397940008672037,,0.0567,[0.037-0.077] unit decrease,Affymetrix [at least 7947838] (imputed),N
52,23668,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",11q22.3,11,103802549,intergenic,LOC105369463 - LOC102723862,105369463.0,102723862.0,,151269.0,40223.0,rs2128739-A,rs2128739,0,2128739.0,intron_variant,1.0,0.305,6e-27,26.22184874961636,,0.07400000000000001,[0.06-0.088] unit increase,Affymetrix [7947838] (imputed),N
311,32235,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,11q22.3,11,103802549,PDGFD,LOC105369463 - LOC102723862,105369463.0,102723862.0,,151269.0,40223.0,rs2128739-A,rs2128739,0,2128739.0,intron_variant,1.0,0.323536,6.999999999999999e-11,10.154901959985743,,1.07,[1.05- 1.09],"Affymetrix, Illumina [8600000] (imputed)",N
420,4108,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",17p13.3,17,2223210,"SMG6, SRR",SMG6,,,23293,,,rs216172-C,rs216172,0,216172,intron_variant,0.0,0.37,1e-09,9.0,,1.07,[1.05-1.09],"Affymetrix, Illumina [~ 2300000] (imputed)",N
667,32251,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,17p13.3,17,2223210,SMG6,SMG6,,,23293,,,rs216172-C,rs216172,0,216172.0,intron_variant,0.0,0.349997,5e-07,6.301029995663981,,1.05,[1.03- 1.07],"Affymetrix, Illumina [8600000] (imputed)",N
214,21011,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,2q22.3,2,145043894,TEX41,"LOC100505498, TEX41",,,"100505498, 401014",,,rs2252641-T,rs2252641,0,2252641.0,non_coding_transcript_exon_variant,0.0,0.5299,5e-13,12.301029995663981,,0.0368,[0.027-0.047] unit decrease,Affymetrix [at least 7947838] (imputed),N
